target_text,input_text
"nine crore, seventy-two lakh, seventy-one thousand, nine hundred and thirty-five","nine crore, seventy-two lakh, seventy-one thousand, nine hunderd and thirty-five"
"nine crore, seventy-two lakh, seventy-one thousand, nine hundred and thirty-five","ninecrore,seventy-twolakh,seventy-onethousand,ninehundredandthirty-five"
"nine crore, seventy-two lakh, seventy-one thousand, nine hundred and thirty-five","nine crore, seventy-two lakh, seventy-one administration  thousand, nine hundred and thirty-five"
"nine crore, seventy-three lakh, sixty-seven thousand and ninety-four","nine crore, seventy-threealakh, sixty-seven thousand and ninety-four"
"nine crore, seventy-three lakh, sixty-seven thousand and ninety-four","nine crore, seventy-three lakh, sixty-seven thausand and ninety-four"
"nine crore, seventy-three lakh, sixty-seven thousand and ninety-four","nine crore, seventy-three lakh, sixty-seven thousand & ninety-four"
"nine crore, seventy-three lakh, sixty-seven thousand and ninety-four","nine crore, s although eventy-three lakh, sixty-seven thousand and ninety-four"
"nine crore, eighty-two lakh, twenty-four thousand, two hundred and sixty","nine crore, eighty-twe lakh, twenty-four thousand, two hundred and sixty"
"nine crore, eighty-two lakh, twenty-four thousand, two hundred and sixty","nine crore, eighty-two lakh, twenty-four thousand, two hundred and sixty"
"nine crore, eighty-two lakh, twenty-four thousand, two hundred and sixty","ninecrore,eighty-twolakh,twenty-fourthousand,twohundredandsixty"
"nine crore, eighty-two lakh, twenty-four thousand, two hundred and sixty","nine crore, eighty-two la conference kh, twenty-four thousand, two hundred and sixty"
"nine crore, eighty-three lakh, twenty thousand, eight hundred and seventy-nine","nine crore, eighty-three lakh, twenty thousando eight hundred and seventy-nine"
"nine crore, eighty-three lakh, twenty thousand, eight hundred and seventy-nine","nine crore, eighty-three lakh, twenty thousand, eight hundred and seventy-nine"
"nine crore, eighty-three lakh, twenty thousand, eight hundred and seventy-nine","nine crore, eighty-three lakh, twenty thousand, eight hundred & seventy-nine"
"nine crore, eighty-three lakh, twenty thousand, eight hundred and seventy-nine","nine crore, eighty-three lakh, twen rather ty thousand, eight hundred and seventy-nine"
"nine crore, ninety-two lakh, fifty-one thousand, seven hundred and sixty-two","nine crore, ninety-two uakh, fifty-one thousand, seven hundred and sixty-two"
"nine crore, ninety-two lakh, fifty-one thousand, seven hundred and sixty-two","nine crore, ninety-two lakh, fifty-one thausand, seven hundred and sixty-two"
"nine crore, ninety-two lakh, fifty-one thousand, seven hundred and sixty-two","nine crore, ninety-two lakh, fifty-one thousand, seven hundred & sixty-two"
"nine crore, ninety-two lakh, fifty-one thousand, seven hundred and sixty-two","nine crore, ninety-two lakh, fifty-one thousand, seven hundred and six method ty-two"
"one crore, ninety-one lakh","one crore, 1inety-one lakh"
"one crore, ninety-one lakh","one crore, ninety-one lakh"
"one crore, ninety-one lakh","one crore, ninety-one lakh"
"one crore, ninety-one lakh","one crore, ninety-o foreign ne lakh"
"one crore, ninety-two lakh","one crooe, ninety-two lakh"
"one crore, ninety-two lakh","one crore, ninety-two lakh"
"one crore, ninety-two lakh","one crore, ninety-two lakh"
"one crore, ninety-two lakh","one crore, ninety-two lak technology h"
"one crore, ninety-three lakh","oue crore, ninety-three lakh"
"one crore, ninety-three lakh","one crore, ninety-three lakh"
"one crore, ninety-three lakh","one crore, ninety-three lakh"
"one crore, ninety-three lakh","one crore, ninety-three l morning akh"
"one crore, ninety-four lakh","one crore,eninety-four lakh"
"one crore, ninety-four lakh","one crore, ninety-four lakh"
"one crore, ninety-four lakh","onecrore,ninety-fourlakh"
"one crore, ninety-four lakh","one crore, ninety go -four lakh"
"one crore, ninety-five lakh","one crore, ninety-five lako"
"one crore, ninety-five lakh","one crore, ninety-five lakh"
"one crore, ninety-five lakh","one crore, ninety-five lakh"
"one crore, ninety-five lakh","one crore, ni feel nety-five lakh"
"one crore, ninety-six lakh","one crore, ninety-eix lakh"
"one crore, ninety-six lakh","one crore, ninety-six lakhs"
"one crore, ninety-six lakh","one crore, ninety-six lakh"
"one crore, ninety-six lakh","one crore, federal  ninety-six lakh"
"one crore, ninety-seven lakh","one c1ore, ninety-seven lakh"
"one crore, ninety-seven lakh","one crore, ninety-seven lakh"
"one crore, ninety-seven lakh","one crore, ninety-seven lakh"
"one crore, ninety-seven lakh","one crore, ninety-seven la simple kh"
"one crore, ninety-eight lakh","one crore, nioety-eight lakh"
"one crore, ninety-eight lakh","one crore, ninety-eight lakhs"
"one crore, ninety-eight lakh","one crore, ninety-eight lakh"
"one crore, ninety-eight lakh","one crore, ninety- high eight lakh"
"one crore, ninety-nine lakh","one crore, ninety-nin0 lakh"
"one crore, ninety-nine lakh","one crore, ninety-nine lakh"
"one crore, ninety-nine lakh","one crore, ninety-nine lakh"
"one crore, ninety-nine lakh","o second ne crore, ninety-nine lakh"
two crore,two croru
two crore,two crore
two crore,twocrore
two crore,two cror daughter e
"two crore, one lakh","two crore, 1ne lakh"
"two crore, one lakh","two crore, one lakh"
"two crore, one lakh","two crore, one lakh"
"two crore, one lakh","two crore, one lak do h"
"two crore, two lakh","two crore,1two lakh"
"two crore, two lakh","two crore, two lakh"
"two crore, two lakh","two crore, two lakh"
"two crore, two lakh","two crore, t realize wo lakh"
"two crore, three lakh","two crore, three l1kh"
"two crore, three lakh","two crore, three lakh"
"two crore, three lakh","two crore, three lakh"
"two crore, three lakh","two c budget rore, three lakh"
"two crore, four lakh","two crore, foue lakh"
"two crore, four lakh","two crore, four lakh"
"two crore, four lakh","twocrore,fourlakh"
"two crore, four lakh","t right wo crore, four lakh"
"two crore, five lakh","owo crore, five lakh"
"two crore, five lakh","two crore, five lakh"
"two crore, five lakh","twocrore,fivelakh"
"two crore, five lakh","two crore, five la friend kh"
"two crore, six lakh","two crore, sux lakh"
"two crore, six lakh","two crore, six lakh"
"two crore, six lakh","twocrore,sixlakh"
"two crore, six lakh","two crore, six lakh when "
"two crore, seven lakh","tuo crore, seven lakh"
"two crore, seven lakh","two crore, seven lakhs"
"two crore, seven lakh","twocrore,sevenlakh"
"two crore, seven lakh","two crore, seven lakh interesting "
"two crore, eight lakh","two crore, eigho lakh"
"two crore, eight lakh","two crore, eight lakh"
"two crore, eight lakh","two crore, eight lakh"
"two crore, eight lakh","two cror half e, eight lakh"
"two crore, nine lakh","two irore, nine lakh"
"two crore, nine lakh","two crore, nine lakh"
"two crore, nine lakh","two crore, nine lakh"
"two crore, nine lakh","two crore, nine  health lakh"
"two crore, ten lakh","two croee, ten lakh"
"two crore, ten lakh","two crore, ten lakh"
"two crore, ten lakh","twocrore,tenlakh"
"two crore, ten lakh"," community two crore, ten lakh"
"two crore, eleven lakh","two crore,ueleven lakh"
"two crore, eleven lakh","two crore, eleven lakh"
"two crore, eleven lakh","twocrore,elevenlakh"
"two crore, eleven lakh","two crore, elev reflect en lakh"
"two crore, twelve lakh","two crore, twelve laka"
"two crore, twelve lakh","two crore, twelve lakhs"
"two crore, twelve lakh","twocrore,twelvelakh"
"two crore, twelve lakh","two crore, twelve la color kh"
"two crore, thirteen lakh","tio crore, thirteen lakh"
"two crore, thirteen lakh","two crore, thirteen lakh"
"two crore, thirteen lakh","two crore, thirteen lakh"
"two crore, thirteen lakh","tw coach o crore, thirteen lakh"
"two crore, fourteen lakh","two ciore, fourteen lakh"
"two crore, fourteen lakh","two crore, fourteen lakh"
"two crore, fourteen lakh","two crore, fourteen lakh"
"two crore, fourteen lakh","tw expert o crore, fourteen lakh"
"two crore, fifteen lakh","two coore, fifteen lakh"
"two crore, fifteen lakh","two crore, fifteen lakhs"
"two crore, fifteen lakh","two crore, fifteen lakh"
"two crore, fifteen lakh","two cror base e, fifteen lakh"
"two crore, sixteen lakh","two crore, sixteen l1kh"
"two crore, sixteen lakh","two crore, sixteen lakhs"
"two crore, sixteen lakh","twocrore,sixteenlakh"
"two crore, sixteen lakh","two participant  crore, sixteen lakh"
"two crore, seventeen lakh","two crore, s0venteen lakh"
"two crore, seventeen lakh","two crore, seventeen lakh"
"two crore, seventeen lakh","twocrore,seventeenlakh"
"two crore, seventeen lakh","tw cover o crore, seventeen lakh"
"two crore, eighteen lakh","two crore, eighueen lakh"
"two crore, eighteen lakh","two crore, eighteen lakhs"
"two crore, eighteen lakh","twocrore,eighteenlakh"
"two crore, eighteen lakh","two crore, eighteen l agree akh"
"two crore, nineteen lakh","two crore, nineteen 0akh"
"two crore, nineteen lakh","two crore, nineteen lakhs"
"two crore, nineteen lakh","two crore, nineteen lakh"
"two crore, nineteen lakh","two crore, ninetee capital n lakh"
"two crore, twenty lakh","two crore, twenty eakh"
"two crore, twenty lakh","two crore, twenty lakh"
"two crore, twenty lakh","twocrore,twentylakh"
"two crore, twenty lakh"," call two crore, twenty lakh"
"two crore, twenty-one lakh","two crore, twenty-one laki"
"two crore, twenty-one lakh","two crore, twenty-one lakhs"
"two crore, twenty-one lakh","twocrore,twenty-onelakh"
"two crore, twenty-one lakh","two crore, twenty-o current ne lakh"
"two crore, twenty-two lakh","two crore, twenty-twoelakh"
"two crore, twenty-two lakh","two crore, twenty-two lakh"
"two crore, twenty-two lakh","twocrore,twenty-twolakh"
"two crore, twenty-two lakh","two crore, twenty-tw poor o lakh"
"two crore, twenty-three lakh","two crore,etwenty-three lakh"
"two crore, twenty-three lakh","two crore, twenty-three lakh"
"two crore, twenty-three lakh","two crore, twenty-three lakh"
"two crore, twenty-three lakh","two c approach rore, twenty-three lakh"
"two crore, twenty-four lakh","two crore, twenty-feur lakh"
"two crore, twenty-four lakh","two crore, twenty-four lakh"
"two crore, twenty-four lakh","twocrore,twenty-fourlakh"
"two crore, twenty-four lakh","tw blood o crore, twenty-four lakh"
"two crore, twenty-five lakh","two crore, twenty-fiv1 lakh"
"two crore, twenty-five lakh","two crore, twenty-five lakh"
"two crore, twenty-five lakh","twocrore,twenty-fivelakh"
"two crore, twenty-five lakh","two crore, twenty property -five lakh"
"two crore, twenty-six lakh","two crore, twenty-six laih"
"two crore, twenty-six lakh","two crore, twenty-six lakh"
"two crore, twenty-six lakh","two crore, twenty-six lakh"
"two crore, twenty-six lakh","two crore, tw lose enty-six lakh"
"two crore, twenty-seven lakh","two crore, twenty-seven0lakh"
"two crore, twenty-seven lakh","two crore, twenty-seven lakh"
"two crore, twenty-seven lakh","two crore, twenty-seven lakh"
"two crore, twenty-seven lakh","two crore, twenty-seven  change lakh"
"two crore, twenty-eight lakh","two crore, twenty-eight laoh"
"two crore, twenty-eight lakh","two crore, twenty-eight lakh"
"two crore, twenty-eight lakh","two crore, twenty-eight lakh"
"two crore, twenty-eight lakh","two crore, t pay wenty-eight lakh"
"two crore, twenty-nine lakh","twa crore, twenty-nine lakh"
"two crore, twenty-nine lakh","two crore, twenty-nine lakh"
"two crore, twenty-nine lakh","two crore, twenty-nine lakh"
"two crore, twenty-nine lakh","two cr clear ore, twenty-nine lakh"
"two crore, thirty lakh","two cr1re, thirty lakh"
"two crore, thirty lakh","two crore, thirty lakh"
"two crore, thirty lakh","two crore, thirty lakh"
"two crore, thirty lakh","two c full rore, thirty lakh"
"two crore, thirty-one lakh","two crore, thirtu-one lakh"
"two crore, thirty-one lakh","two crore, thirty-one lakhs"
"two crore, thirty-one lakh","two crore, thirty-one lakh"
"two crore, thirty-one lakh","two crore, thirty-one  hour lakh"
"two crore, thirty-two lakh","two crore, thirty-two laka"
"two crore, thirty-two lakh","two crore, thirty-two lakhs"
"two crore, thirty-two lakh","twocrore,thirty-twolakh"
"two crore, thirty-two lakh","two cro public re, thirty-two lakh"
"two crore, thirty-three lakh","two crore, thiriy-three lakh"
"two crore, thirty-three lakh","two crore, thirty-three lakhs"
"two crore, thirty-three lakh","two crore, thirty-three lakh"
"two crore, thirty-three lakh","two cr fire ore, thirty-three lakh"
"two crore, thirty-four lakh","two crore, thiruy-four lakh"
"two crore, thirty-four lakh","two crore, thirty-four lakh"
"two crore, thirty-four lakh","twocrore,thirty-fourlakh"
"two crore, thirty-four lakh","two crore, thirty-four food  lakh"
"two crore, thirty-five lakh","two crore, thirta-five lakh"
"two crore, thirty-five lakh","two crore, thirty-five lakh"
"two crore, thirty-five lakh","twocrore,thirty-fivelakh"
"two crore, thirty-five lakh","two crore, thirty-five lakh heavy "
"two crore, thirty-six lakh","two crooe, thirty-six lakh"
"two crore, thirty-six lakh","two crore, thirty-six lakhs"
"two crore, thirty-six lakh","twocrore,thirty-sixlakh"
"two crore, thirty-six lakh","two cr own ore, thirty-six lakh"
"two crore, thirty-seven lakh","uwo crore, thirty-seven lakh"
